# Columns:
# 1: X
# 2: Y
# 3: computed depth
# 4: measured depth
# 5: difference between computed and measured depth
# frame: ./0000_depth.png
# frame: ./0000_sync_depth.png
# frame: ./0001_depth.png
# frame: ./0001_sync_depth.png
# frame: ./0002_depth.png
# frame: ./0002_sync_depth.png
# frame: ./0003_depth.png
# frame: ./0003_sync_depth.png
# frame: ./0004_depth.png
# frame: ./0004_sync_depth.png
# frame: ./0005_depth.png
# frame: ./0005_sync_depth.png
# frame: ./0006_depth.png
# frame: ./0006_sync_depth.png
# frame: ./0007_depth.png
# frame: ./0007_sync_depth.png
# frame: ./0008_depth.png
# frame: ./0008_sync_depth.png
# frame: ./0009_depth.png
# frame: ./0009_sync_depth.png
# frame: ./0010_depth.png
# frame: ./0010_sync_depth.png
# frame: ./0011_depth.png
# frame: ./0011_sync_depth.png
# frame: ./0012_depth.png
# frame: ./0012_sync_depth.png
# frame: ./0013_depth.png
# frame: ./0013_sync_depth.png
# frame: ./0014_depth.png
# frame: ./0014_sync_depth.png
# frame: ./0015_depth.png
# frame: ./0015_sync_depth.png
# frame: ./0016_depth.png
# frame: ./0016_sync_depth.png
# frame: ./0017_depth.png
# frame: ./0017_sync_depth.png
# frame: ./0018_depth.png
# frame: ./0018_sync_depth.png
# frame: ./0019_depth.png
# frame: ./0019_sync_depth.png
# frame: ./0020_depth.png
# frame: ./0020_sync_depth.png
# frame: ./0021_depth.png
# frame: ./0021_sync_depth.png
# frame: ./0022_depth.png
# frame: ./0022_sync_depth.png
# frame: ./0023_depth.png
# frame: ./0023_sync_depth.png
# frame: ./0024_depth.png
# frame: ./0024_sync_depth.png
# frame: ./0025_depth.png
# frame: ./0025_sync_depth.png
# frame: ./0026_depth.png
# frame: ./0026_sync_depth.png
# frame: ./0027_depth.png
# frame: ./0027_sync_depth.png
# frame: ./0028_depth.png
# frame: ./0028_sync_depth.png
# frame: ./0029_depth.png
# frame: ./0029_sync_depth.png
# frame: ./0030_depth.png
# frame: ./0030_sync_depth.png
# frame: ./0031_depth.png
# frame: ./0031_sync_depth.png
# frame: ./0032_depth.png
# frame: ./0032_sync_depth.png
# frame: ./0033_depth.png
# frame: ./0033_sync_depth.png
# frame: ./0034_depth.png
# frame: ./0034_sync_depth.png
# frame: ./0035_depth.png
# frame: ./0035_sync_depth.png
# frame: ./0036_depth.png
# frame: ./0036_sync_depth.png
# frame: ./0037_depth.png
# frame: ./0037_sync_depth.png
# frame: ./0038_depth.png
# frame: ./0038_sync_depth.png
# frame: ./0039_depth.png
# frame: ./0039_sync_depth.png
# frame: ./0040_depth.png
# frame: ./0040_sync_depth.png
# frame: ./0041_depth.png
# frame: ./0041_sync_depth.png
# frame: ./0042_depth.png
# frame: ./0042_sync_depth.png
# frame: ./0043_depth.png
# frame: ./0043_sync_depth.png
# frame: ./0044_depth.png
# frame: ./0044_sync_depth.png
# frame: ./0045_depth.png
# frame: ./0045_sync_depth.png
# frame: ./0066_sync_depth.png
# frame: ./0067_depth.png
# frame: ./0067_sync_depth.png
# frame: ./0068_depth.png
# frame: ./0068_sync_depth.png
# frame: ./0069_depth.png
# frame: ./0069_sync_depth.png
# frame: ./0070_depth.png
# frame: ./0070_sync_depth.png
# frame: ./0071_depth.png
# frame: ./0071_sync_depth.png
# frame: ./0072_depth.png
# frame: ./0072_sync_depth.png
# frame: ./0073_depth.png
# frame: ./0073_sync_depth.png
# frame: ./0074_depth.png
# frame: ./0074_sync_depth.png
# frame: ./0075_depth.png
# frame: ./0075_sync_depth.png
# frame: ./0076_depth.png
# frame: ./0076_sync_depth.png
# frame: ./0077_depth.png
# frame: ./0077_sync_depth.png
# frame: ./0078_depth.png
# frame: ./0078_sync_depth.png
# frame: ./0079_depth.png
# frame: ./0079_sync_depth.png
# frame: ./0080_depth.png
# frame: ./0080_sync_depth.png
# frame: ./0081_depth.png
# frame: ./0081_sync_depth.png
# frame: ./0082_depth.png
# frame: ./0082_sync_depth.png
# frame: ./0083_depth.png
# frame: ./0083_sync_depth.png
# frame: ./0084_depth.png
# frame: ./0084_sync_depth.png
# frame: ./0085_depth.png
# frame: ./0085_sync_depth.png
# frame: ./0086_depth.png
# frame: ./0086_sync_depth.png
# frame: ./0087_depth.png
# frame: ./0087_sync_depth.png
# frame: ./0088_depth.png
# frame: ./0088_sync_depth.png
# frame: ./0089_depth.png
# frame: ./0089_sync_depth.png
# frame: ./0090_depth.png
# frame: ./0090_sync_depth.png
# frame: ./0091_depth.png
# frame: ./0091_sync_depth.png
# frame: ./0092_depth.png
# frame: ./0092_sync_depth.png
# frame: ./0093_depth.png
# frame: ./0093_sync_depth.png
# frame: ./0094_depth.png
# frame: ./0094_sync_depth.png
# frame: ./0095_depth.png
# frame: ./0095_sync_depth.png
# frame: ./0096_depth.png
# frame: ./0096_sync_depth.png
# frame: ./0097_depth.png
# frame: ./0097_sync_depth.png
# frame: ./0098_depth.png
# frame: ./0098_sync_depth.png
# frame: ./0099_depth.png
# frame: ./0099_sync_depth.png
# frame: ./0100_depth.png
# frame: ./0100_sync_depth.png
